date,product_id,product,sales,price,category
6/25/2025,562,Impermeable,195,160.37,Chaquetas
4/5/2025,563,Impermeable,151,49.39,accesorios
6/2/2025,564,chaqueta,83,193.74,accesorios
5/8/2025,565,Impermeable,93,156.16,calzado
3/10/2025,566,paraguas,154,82.66,accesorios
7/7/2025,567,paraguas,42,156.85,calzado
7/12/2025,568,guantes,48,63.13,Chaquetas
11/8/2024,569,Impermeable,169,100.42,calzado
10/3/2024,570,chaqueta,74,72.81,accesorios
6/8/2025,571,Impermeable,120,85.14,accesorios
1/8/2025,572,chaqueta,112,84.26,calzado
12/16/2024,573,chaqueta,13,62.76,calzado
6/15/2025,574,paraguas,43,14.28,Chaquetas
8/1/2025,575,chaqueta,50,198.11,Chaquetas
3/17/2025,576,guantes,163,65.34,calzado
10/12/2024,577,poncho,184,119.05,Chaquetas
2/28/2025,578,Impermeable,193,121.02,calzado
8/1/2025,579,paraguas,178,95.33,calzado
7/13/2025,580,guantes,8,160.19,Chaquetas
11/25/2024,581,bufanda,147,56.46,accesorios
5/22/2025,582,Impermeable,180,144.86,Chaquetas
1/3/2025,583,bufanda,23,131.03,Chaquetas
10/19/2024,584,botas,140,129.47,Chaquetas
5/7/2025,585,bufanda,48,180.2,Chaquetas
2/5/2025,586,botas,187,101.44,calzado
11/22/2024,587,paraguas,166,54.32,Chaquetas
4/8/2025,588,bufanda,155,45.34,calzado
12/12/2024,589,paraguas,121,94.8,accesorios
4/9/2025,590,guantes,7,80.82,Chaquetas
11/24/2024,591,poncho,25,26.38,accesorios
11/4/2024,592,guantes,34,25.63,calzado
7/2/2025,593,botas,75,112.47,Chaquetas
12/5/2024,594,Impermeable,11,199.05,accesorios
8/12/2025,595,chaqueta,119,107.32,calzado
9/26/2024,596,paraguas,172,174.06,accesorios
12/21/2024,597,paraguas,193,95.59,calzado
10/31/2024,598,poncho,123,178.58,accesorios
11/14/2024,599,poncho,179,96.32,calzado
3/4/2025,600,chaqueta,71,63.22,accesorios
11/26/2024,601,Impermeable,105,104.41,accesorios
3/6/2025,602,poncho,119,38.14,accesorios
11/3/2024,603,chaqueta,123,75.57,Chaquetas
3/22/2025,604,botas,167,18.9,calzado
2/5/2025,605,paraguas,145,94.07,Chaquetas
7/25/2025,606,guantes,170,139.56,calzado
7/29/2025,607,bufanda,43,192.97,accesorios
9/30/2024,608,chaqueta,158,66.51,Chaquetas
3/2/2025,609,bufanda,102,69.04,accesorios
2/23/2025,610,Impermeable,14,182.42,calzado
8/30/2024,611,bufanda,131,115.61,Chaquetas
1/3/2025,612,chaqueta,28,21.84,calzado
4/27/2025,613,chaqueta,1,65.22,accesorios
8/31/2024,614,bufanda,24,81.55,calzado
9/29/2024,615,paraguas,123,24.22,calzado
4/2/2025,616,poncho,178,104.82,calzado
6/4/2025,617,Impermeable,46,177.53,Chaquetas
1/16/2025,618,chaqueta,99,146.91,accesorios
5/12/2025,619,Impermeable,6,188.1,calzado
4/13/2025,620,Impermeable,164,173.4,accesorios
4/19/2025,621,guantes,57,164.53,accesorios
4/23/2025,622,chaqueta,163,120.75,Chaquetas
11/26/2024,623,chaqueta,19,150.05,Chaquetas
8/4/2025,624,guantes,92,110.21,Chaquetas
5/29/2025,625,bufanda,158,138.99,Chaquetas
12/21/2024,626,Impermeable,37,41.62,accesorios
12/2/2024,627,botas,37,155.84,accesorios
12/20/2024,628,bufanda,149,90.21,accesorios
7/27/2025,629,poncho,89,184.52,accesorios
10/24/2024,630,Impermeable,3,31.75,accesorios
5/19/2025,631,Impermeable,46,37.84,accesorios
5/13/2025,632,paraguas,33,56.28,calzado
11/10/2024,633,chaqueta,189,162.29,Chaquetas
9/22/2024,634,chaqueta,98,117.87,calzado
2/2/2025,635,botas,55,51.56,accesorios
1/24/2025,636,chaqueta,30,57.59,calzado
10/14/2024,637,chaqueta,96,134.09,calzado
3/4/2025,638,Impermeable,50,110.12,Chaquetas
12/8/2024,639,bufanda,147,191.22,calzado
7/29/2025,640,poncho,127,81.46,calzado
6/24/2025,641,chaqueta,123,22.52,Chaquetas
10/23/2024,642,bufanda,141,24.02,calzado
11/21/2024,643,chaqueta,200,80.2,Chaquetas
10/27/2024,644,bufanda,95,115.72,calzado
9/17/2024,645,poncho,35,97.31,calzado
3/26/2025,646,guantes,158,197.38,accesorios
4/24/2025,647,poncho,133,174.1,accesorios
6/12/2025,648,bufanda,92,161.59,accesorios
3/22/2025,649,paraguas,113,133.33,Chaquetas
9/19/2024,650,bufanda,198,18.46,Chaquetas
12/24/2024,651,Impermeable,136,104.02,accesorios
6/5/2025,652,paraguas,148,189.87,accesorios
10/6/2024,653,paraguas,180,187.29,calzado
5/24/2025,654,guantes,138,134.32,calzado
6/12/2025,655,poncho,170,59.82,Chaquetas
2/23/2025,656,chaqueta,61,32.65,calzado
3/5/2025,657,poncho,25,111.49,accesorios
11/20/2024,658,bufanda,104,124.86,calzado
5/19/2025,659,paraguas,41,41.42,accesorios
12/30/2024,660,botas,129,67.97,Chaquetas
11/3/2024,661,Impermeable,170,90.28,calzado
8/30/2024,662,botas,130,87.58,Chaquetas
6/25/2025,663,bufanda,21,191.1,accesorios
7/3/2025,664,paraguas,119,61.5,accesorios
10/16/2024,665,Impermeable,25,121.23,Chaquetas
3/16/2025,666,paraguas,124,95.19,Chaquetas
11/13/2024,667,Impermeable,147,57.97,accesorios
3/3/2025,668,guantes,107,62.33,accesorios
5/8/2025,669,Impermeable,155,53.16,Chaquetas
11/28/2024,670,botas,170,125.88,accesorios
11/14/2024,671,guantes,128,24.46,Chaquetas
9/19/2024,672,bufanda,120,172.72,accesorios
10/10/2024,673,Impermeable,72,152.4,Chaquetas
10/3/2024,674,poncho,29,159.16,Chaquetas
9/6/2024,675,paraguas,3,60.21,calzado
12/26/2024,676,botas,69,50.18,calzado
6/6/2025,677,paraguas,152,27.72,accesorios
5/1/2025,678,Impermeable,118,98.0,calzado
7/3/2025,679,botas,102,198.23,calzado
3/31/2025,680,bufanda,16,127.19,calzado
1/17/2025,681,Impermeable,21,113.03,accesorios
6/8/2025,682,poncho,15,53.92,calzado
10/16/2024,683,bufanda,77,117.03,Chaquetas
7/2/2025,684,Impermeable,150,29.52,calzado
7/30/2025,685,guantes,28,141.9,calzado
7/24/2025,686,chaqueta,153,38.49,Chaquetas
9/26/2024,687,bufanda,16,98.52,Chaquetas
11/18/2024,688,Impermeable,151,95.14,accesorios
2/19/2025,689,Impermeable,139,173.9,accesorios
3/24/2025,690,paraguas,37,18.25,calzado
6/16/2025,691,bufanda,144,40.96,Chaquetas
11/17/2024,692,guantes,84,146.17,Chaquetas
10/4/2024,693,paraguas,83,47.73,calzado
11/21/2024,694,bufanda,184,116.16,calzado
7/2/2025,695,guantes,197,59.2,calzado
11/10/2024,696,botas,88,78.19,Chaquetas
8/15/2025,697,poncho,171,30.89,accesorios
8/17/2025,698,guantes,198,59.32,Chaquetas
3/11/2025,699,paraguas,73,149.8,Chaquetas
5/15/2025,700,botas,89,135.47,calzado
11/4/2024,701,poncho,120,86.4,calzado
4/26/2025,702,bufanda,1,173.52,calzado
9/8/2024,703,guantes,182,128.61,accesorios
6/15/2025,704,botas,107,179.46,calzado
5/31/2025,705,poncho,16,146.56,accesorios
1/30/2025,706,paraguas,74,109.65,accesorios
2/6/2025,707,botas,163,158.11,calzado
11/12/2024,708,poncho,146,160.19,Chaquetas
8/28/2024,709,Impermeable,181,177.02,Chaquetas
1/22/2025,710,Impermeable,176,154.73,accesorios
2/25/2025,711,botas,188,194.97,accesorios
3/12/2025,712,bufanda,24,42.37,Chaquetas
1/12/2025,713,bufanda,80,178.8,accesorios
7/30/2025,714,paraguas,14,59.75,accesorios
8/17/2025,715,botas,94,131.92,Chaquetas
8/17/2025,716,botas,196,91.98,Chaquetas
4/27/2025,717,poncho,56,138.78,Chaquetas
3/24/2025,718,bufanda,185,43.23,calzado
5/15/2025,719,bufanda,109,148.19,Chaquetas
3/26/2025,720,bufanda,24,48.51,accesorios
8/21/2025,721,botas,100,60.61,Chaquetas
11/8/2024,722,poncho,147,69.14,accesorios
1/9/2025,723,guantes,177,101.86,Chaquetas
8/19/2025,724,botas,107,58.99,Chaquetas
7/4/2025,725,Impermeable,199,78.17,calzado
12/2/2024,726,paraguas,95,147.23,Chaquetas
4/24/2025,727,poncho,40,157.46,Chaquetas
2/25/2025,728,paraguas,194,138.13,Chaquetas
12/4/2024,729,botas,107,80.9,accesorios
7/8/2025,730,botas,154,193.52,Chaquetas
3/3/2025,731,poncho,188,48.39,accesorios
12/5/2024,732,chaqueta,179,195.49,calzado
4/28/2025,733,chaqueta,138,80.87,calzado
9/30/2024,734,poncho,39,101.84,Chaquetas
5/27/2025,735,guantes,127,65.04,Chaquetas
6/10/2025,736,guantes,87,161.56,accesorios
5/1/2025,737,bufanda,150,75.88,Chaquetas
12/13/2024,738,guantes,144,139.68,Chaquetas
10/18/2024,739,botas,146,105.76,accesorios
12/8/2024,740,bufanda,98,114.68,calzado
5/16/2025,741,paraguas,12,40.6,calzado
9/11/2024,742,paraguas,85,165.09,calzado
10/6/2024,743,Impermeable,199,126.23,accesorios
12/23/2024,744,poncho,32,130.13,Chaquetas
9/20/2024,745,chaqueta,199,52.71,Chaquetas
1/25/2025,746,botas,147,135.22,calzado
5/27/2025,747,chaqueta,137,94.08,calzado
6/16/2025,748,paraguas,177,198.17,Chaquetas
9/4/2024,749,botas,147,104.62,Chaquetas
4/11/2025,750,poncho,120,40.1,Chaquetas
5/4/2025,751,bufanda,7,168.87,accesorios
5/30/2025,752,bufanda,77,157.64,Chaquetas
6/12/2025,753,botas,26,40.23,calzado
12/25/2024,754,botas,145,145.45,Chaquetas
7/17/2025,755,chaqueta,103,112.87,calzado
6/24/2025,756,paraguas,128,81.35,calzado
10/29/2024,757,bufanda,16,85.02,Chaquetas
3/27/2025,758,paraguas,4,168.34,Chaquetas
11/6/2024,759,chaqueta,103,161.39,Chaquetas
11/14/2024,760,Impermeable,125,53.17,calzado
1/18/2025,761,poncho,67,164.03,accesorios
3/6/2025,762,botas,3,13.69,Chaquetas
4/7/2025,763,Impermeable,2,65.52,calzado
2/26/2025,764,chaqueta,196,43.6,calzado
8/6/2025,765,poncho,71,99.44,calzado
9/6/2024,766,bufanda,152,146.13,accesorios
1/6/2025,767,chaqueta,178,99.08,accesorios
11/9/2024,768,paraguas,49,41.97,Chaquetas
7/16/2025,769,paraguas,135,184.3,Chaquetas
12/13/2024,770,paraguas,78,163.24,accesorios
9/28/2024,771,guantes,162,116.41,accesorios
3/16/2025,772,botas,164,186.49,Chaquetas
12/23/2024,773,chaqueta,60,28.29,calzado
6/26/2025,774,botas,83,121.54,Chaquetas
3/9/2025,775,paraguas,29,185.15,Chaquetas
7/23/2025,776,guantes,142,128.95,Chaquetas
1/29/2025,777,botas,103,33.15,accesorios
3/17/2025,778,botas,58,172.47,accesorios
2/3/2025,779,Impermeable,14,157.65,Chaquetas
2/23/2025,780,bufanda,77,177.06,calzado
1/15/2025,781,Impermeable,36,104.93,accesorios
3/21/2025,782,Impermeable,146,74.55,Chaquetas
12/15/2024,783,chaqueta,33,100.84,accesorios
1/10/2025,784,chaqueta,190,112.29,accesorios
4/14/2025,785,paraguas,45,14.64,Chaquetas
1/16/2025,786,chaqueta,115,42.72,calzado
6/18/2025,787,chaqueta,10,157.09,Chaquetas
1/28/2025,788,botas,162,143.87,Chaquetas
11/2/2024,789,guantes,40,102.58,accesorios
5/2/2025,790,poncho,80,117.44,accesorios
12/27/2024,791,Impermeable,170,75.75,accesorios
5/7/2025,792,poncho,126,43.54,Chaquetas
6/21/2025,793,bufanda,98,152.73,accesorios
9/9/2024,794,poncho,85,128.97,calzado
1/30/2025,795,poncho,48,68.58,calzado
10/26/2024,796,poncho,80,173.36,calzado
5/15/2025,797,botas,39,69.04,Chaquetas
2/10/2025,798,bufanda,43,153.25,accesorios
4/18/2025,799,chaqueta,129,184.39,calzado
12/30/2024,800,guantes,32,182.71,calzado
5/28/2025,801,paraguas,163,65.06,Chaquetas
6/5/2025,802,paraguas,53,16.11,Chaquetas
6/25/2025,803,bufanda,72,185.43,calzado
1/14/2025,804,botas,200,150.54,calzado
9/25/2024,805,bufanda,196,156.35,accesorios
6/17/2025,806,poncho,30,44.79,calzado
1/13/2025,807,guantes,163,92.34,calzado
7/24/2025,808,Impermeable,54,42.4,Chaquetas
11/27/2024,809,paraguas,197,19.86,calzado
11/19/2024,810,paraguas,161,177.29,Chaquetas
5/7/2025,811,guantes,112,108.33,calzado
7/16/2025,812,botas,112,89.62,Chaquetas
4/18/2025,813,paraguas,4,193.87,accesorios
8/28/2024,814,bufanda,146,29.08,Chaquetas
10/20/2024,815,botas,23,188.23,calzado
6/23/2025,816,chaqueta,36,154.73,calzado
12/24/2024,817,poncho,118,153.06,Chaquetas
6/4/2025,818,Impermeable,159,62.64,calzado
11/27/2024,819,botas,97,123.41,accesorios
11/6/2024,820,botas,125,121.39,accesorios
1/14/2025,821,guantes,33,54.88,calzado
9/2/2024,822,bufanda,46,22.76,calzado
10/23/2024,823,paraguas,169,195.92,calzado
10/7/2024,824,poncho,56,194.22,calzado
5/26/2025,825,bufanda,124,91.78,Chaquetas
8/22/2025,826,chaqueta,97,50.17,Chaquetas
1/11/2025,827,bufanda,155,125.22,calzado
5/6/2025,828,guantes,51,164.33,Chaquetas
12/27/2024,829,Impermeable,161,110.84,calzado
6/3/2025,830,guantes,38,183.14,accesorios
10/2/2024,831,botas,128,75.5,calzado
2/8/2025,832,chaqueta,184,45.47,Chaquetas
12/31/2024,833,Impermeable,89,122.27,accesorios
6/27/2025,834,paraguas,40,96.29,accesorios
12/24/2024,835,poncho,199,104.01,accesorios
12/10/2024,836,paraguas,83,194.81,Chaquetas
6/18/2025,837,chaqueta,177,121.53,calzado
1/2/2025,838,bufanda,169,56.04,Chaquetas
9/27/2024,839,botas,173,98.52,accesorios
6/15/2025,840,guantes,64,29.69,Chaquetas
11/24/2024,841,Impermeable,19,76.59,calzado
6/27/2025,842,chaqueta,76,138.96,Chaquetas
8/19/2025,843,bufanda,76,176.64,accesorios
12/10/2024,844,guantes,200,123.62,calzado
1/16/2025,845,paraguas,123,130.38,accesorios
10/23/2024,846,botas,163,62.78,calzado
7/6/2025,847,chaqueta,130,174.25,Chaquetas
6/3/2025,848,paraguas,96,147.34,Chaquetas
12/21/2024,849,poncho,124,157.03,Chaquetas
12/13/2024,850,guantes,84,21.66,accesorios
6/23/2025,851,chaqueta,67,192.53,calzado
5/17/2025,852,Impermeable,28,56.41,accesorios
4/25/2025,853,chaqueta,125,94.85,accesorios
1/19/2025,854,chaqueta,52,83.34,Chaquetas
5/26/2025,855,Impermeable,8,147.61,calzado
2/24/2025,856,bufanda,106,168.3,accesorios
8/13/2025,857,Impermeable,36,16.26,accesorios
12/23/2024,858,Impermeable,0,156.82,calzado
2/1/2025,859,poncho,95,64.2,calzado
7/26/2025,860,Impermeable,106,23.14,accesorios
9/30/2024,861,Impermeable,47,146.48,Chaquetas
2/25/2025,862,Impermeable,8,14.28,Chaquetas
10/5/2024,863,paraguas,10,82.01,Chaquetas
11/23/2024,864,guantes,161,53.33,calzado
4/10/2025,865,bufanda,131,120.61,Chaquetas
2/23/2025,866,botas,100,141.83,accesorios
6/11/2025,867,paraguas,95,132.92,Chaquetas
2/23/2025,868,bufanda,124,13.64,calzado
7/1/2025,869,bufanda,27,169.2,accesorios
8/6/2025,870,bufanda,3,188.01,calzado
7/1/2025,871,chaqueta,184,93.34,Chaquetas
4/5/2025,872,poncho,81,136.64,calzado
11/27/2024,873,paraguas,75,142.59,accesorios
6/25/2025,874,paraguas,180,102.39,calzado
1/31/2025,875,chaqueta,74,141.38,calzado
7/17/2025,876,bufanda,150,183.41,calzado
10/11/2024,877,bufanda,15,53.34,calzado
5/22/2025,878,poncho,143,35.39,accesorios
6/5/2025,879,botas,166,95.66,Chaquetas
7/2/2025,880,paraguas,104,93.17,Chaquetas
7/11/2025,881,botas,195,15.93,accesorios
3/14/2025,882,bufanda,37,129.52,Chaquetas
12/17/2024,883,poncho,146,196.64,calzado
9/9/2024,884,bufanda,26,46.06,accesorios
3/25/2025,885,paraguas,89,56.38,accesorios
7/12/2025,886,paraguas,2,35.64,Chaquetas
5/20/2025,887,poncho,80,140.59,Chaquetas
7/8/2025,888,chaqueta,40,64.07,Chaquetas
7/12/2025,889,paraguas,66,185.82,calzado
1/7/2025,890,guantes,69,21.76,calzado
2/20/2025,891,botas,28,54.92,accesorios
11/6/2024,892,paraguas,86,194.43,Chaquetas
4/7/2025,893,poncho,76,104.98,calzado
11/7/2024,894,chaqueta,156,74.87,calzado
4/11/2025,895,botas,72,14.78,Chaquetas
8/26/2025,896,botas,59,186.08,accesorios
3/17/2025,897,chaqueta,55,53.78,calzado
9/20/2024,898,bufanda,131,153.16,Chaquetas
8/25/2025,899,poncho,185,29.6,calzado
3/16/2025,900,poncho,192,110.12,Chaquetas
11/8/2024,901,paraguas,175,177.95,calzado
11/26/2024,902,chaqueta,91,20.34,accesorios
8/1/2025,903,bufanda,109,31.62,accesorios
5/10/2025,904,bufanda,139,147.51,Chaquetas
6/30/2025,905,Impermeable,158,71.35,calzado
7/17/2025,906,bufanda,3,19.01,Chaquetas
4/9/2025,907,paraguas,98,161.66,accesorios
3/17/2025,908,Impermeable,4,80.22,accesorios
4/20/2025,909,Impermeable,18,100.42,Chaquetas
8/10/2025,910,paraguas,83,67.5,Chaquetas
8/13/2025,911,bufanda,80,140.55,Chaquetas
4/15/2025,912,paraguas,49,54.56,Chaquetas
8/20/2025,913,guantes,23,80.44,accesorios
7/28/2025,914,chaqueta,77,88.87,calzado
4/19/2025,915,chaqueta,125,182.65,Chaquetas
3/29/2025,916,botas,126,35.06,calzado
1/11/2025,917,paraguas,87,105.7,Chaquetas
8/31/2024,918,botas,27,164.13,Chaquetas
11/18/2024,919,chaqueta,85,10.04,Chaquetas
8/22/2025,920,Impermeable,32,175.43,Chaquetas
4/5/2025,921,Impermeable,198,186.56,accesorios
12/18/2024,922,guantes,147,123.57,accesorios
8/30/2024,923,poncho,171,65.17,Chaquetas
9/26/2024,924,bufanda,136,155.78,calzado
4/28/2025,925,bufanda,55,182.16,accesorios
6/10/2025,926,chaqueta,6,67.92,accesorios
11/29/2024,927,Impermeable,191,145.71,calzado
9/2/2024,928,bufanda,91,123.66,Chaquetas
6/7/2025,929,chaqueta,98,11.25,accesorios
11/17/2024,930,Impermeable,198,83.47,accesorios
4/3/2025,931,bufanda,174,70.06,calzado
8/26/2025,932,paraguas,179,199.88,accesorios
6/22/2025,933,paraguas,141,196.51,Chaquetas
1/21/2025,934,guantes,60,70.82,accesorios
5/1/2025,935,Impermeable,194,198.44,accesorios
2/27/2025,936,bufanda,195,66.52,accesorios
6/1/2025,937,poncho,120,136.36,Chaquetas
1/1/2025,938,bufanda,150,93.86,calzado
12/3/2024,939,paraguas,60,184.79,calzado
8/2/2025,940,paraguas,129,15.92,calzado
4/28/2025,941,botas,76,78.69,calzado
1/19/2025,942,bufanda,194,88.26,accesorios
10/22/2024,943,guantes,196,70.73,accesorios
11/5/2024,944,guantes,80,30.95,calzado
5/7/2025,945,botas,67,43.54,calzado
10/3/2024,946,poncho,119,133.26,Chaquetas
4/23/2025,947,botas,91,38.31,Chaquetas
1/5/2025,948,poncho,124,30.41,calzado
5/28/2025,949,poncho,20,175.19,calzado
10/4/2024,950,botas,200,164.21,accesorios
9/24/2024,951,bufanda,145,24.16,Chaquetas
12/12/2024,952,Impermeable,183,36.8,accesorios
8/15/2025,953,chaqueta,36,58.24,Chaquetas
2/11/2025,954,poncho,157,151.19,calzado
6/8/2025,955,bufanda,140,93.63,calzado
9/21/2024,956,chaqueta,35,164.41,calzado
3/11/2025,957,bufanda,131,82.83,calzado
12/6/2024,958,botas,143,57.56,accesorios
6/21/2025,959,guantes,138,85.17,accesorios
8/28/2024,960,poncho,71,187.65,Chaquetas
7/4/2025,961,Impermeable,143,33.07,calzado
6/9/2025,962,botas,170,51.99,calzado
1/20/2025,963,guantes,50,160.54,calzado
1/5/2025,964,botas,25,108.23,accesorios
5/12/2025,965,Impermeable,48,12.59,calzado
10/6/2024,966,guantes,193,118.12,Chaquetas
11/24/2024,967,poncho,158,113.48,accesorios
9/3/2024,968,poncho,76,19.93,Chaquetas
3/18/2025,969,guantes,22,32.45,calzado
4/8/2025,970,Impermeable,14,20.35,Chaquetas
2/28/2025,971,Impermeable,115,111.78,calzado
4/20/2025,972,Impermeable,179,148.42,accesorios
1/27/2025,973,bufanda,35,108.12,Chaquetas
10/16/2024,974,paraguas,113,32.65,calzado
7/2/2025,975,botas,133,12.11,calzado
5/30/2025,976,poncho,36,86.54,calzado
11/14/2024,977,botas,108,17.19,accesorios
10/29/2024,978,poncho,20,80.9,accesorios
8/13/2025,979,paraguas,103,138.87,Chaquetas
1/4/2025,980,chaqueta,45,195.58,accesorios
8/23/2025,981,chaqueta,94,179.03,calzado
1/1/2025,982,botas,124,175.44,Chaquetas
9/8/2024,983,bufanda,192,179.66,calzado
8/30/2024,984,chaqueta,168,35.94,Chaquetas
4/3/2025,985,chaqueta,4,45.24,calzado
11/1/2024,986,bufanda,83,106.07,calzado
9/11/2024,987,bufanda,169,168.4,accesorios
4/3/2025,988,bufanda,112,115.74,calzado
10/28/2024,989,poncho,65,147.21,accesorios
11/26/2024,990,botas,70,33.66,Chaquetas
1/3/2025,991,botas,70,33.92,calzado
10/13/2024,992,botas,24,113.84,calzado
2/15/2025,993,paraguas,165,150.39,calzado
8/22/2025,994,poncho,17,43.33,Chaquetas
7/16/2025,995,poncho,142,120.08,Chaquetas
5/7/2025,996,botas,175,55.91,calzado
1/20/2025,997,guantes,105,42.85,Chaquetas
1/11/2025,998,poncho,168,157.98,Chaquetas
6/8/2025,999,Impermeable,21,173.31,Chaquetas
5/31/2025,1000,chaqueta,119,131.3,accesorios
